Word,POS,Definition
เกฺลา,ก.,ตำข้าวพอให้เปลือกแตกออก (ดู กล้อง
เกฺลา,ก.,๒.).
เกเล่,น.,ส้มจี๊ด (ดู เก็ดหล้า).
เกลิน,ว.,ตื้นเขิน (ดู เกริน
เกลิน,ว.,๒.).
เกลี้ยง,ว.,"หมด, สะอาด"
"เกลี้ยงกลิบ, เกลี้ยงครวน, เกลี้ยงฉาด, เกลี้ยงเผ็ก, เกลี้ยงแผว, เกลี้ยงแวว, เกลี้ยงแผลว, เกลี้ยงแพลม",,ก็ว่า.
เกลียด,ก.,"ฉุน, โกรธ (ดู หวิบ)."
เกลียดแล,ก.,๑. ไม่ชอบ เช่น อย่านั่งพันนั้น กูเกลียดแล - อย่านั่งอย่างนั้นฉันไม่ชอบ.
เกลียดแล,ก.,"หมั่นไส้, ขัดหูขัดตา."
เกลียวดำ,น.,ตะคริว (ดู ซิว
เกลียวดำ,น.,๒.).
เกลือก,ก.,"๑. กลิ้ง, คลุก, ดิ้น."
เกลือก,ก.,เชื่อมน้ำตาล เช่น เกลือกมัน - เชื่อมมัน.
เกลือเคย,น.,น้ำปลาหวานซึ่งเป็นสูตรเฉพาะใส่กะปิ ไม่เหมือนของภาคกลาง (ภ.ก.).
เกว้,ก.,"เหวี่ยง, เลื่อนของหนัก โดยใช้วิธีเหวี่ยง เช่น ช่วยเกว้ไม้นี้ให้ที - ช่วยเหวี่ยงไม้นี้ให้หน่อย."
เกว้,ว.,"เห, เฉ, ไปข้าง, เอียง, ลาด"
"เล้, เหล่, เหล้",,ก็ว่า.
เก่ว,น.,"เกี้ยวสำหรับอัญเชิญรูปแกะสลักพระจีนมาประทับเพื่อใช้แห่ (จ., ภ.ก., พ.ง.)."
เก่โหย,น.,"ทรัพย์สมบัติ เช่น นั่งเฝ้าแต่เก่โห่ย - นั่งเฝ้าแต่ทรัพย์สมบัติ (จ., ภ.ก., พ.ง.)."
เก๊อ้า,น.,"หิ้ง เช่น หยิบของบนเก๊อ้ามาให้หี - หยิบของบนหิ้งมาให้ที (จ., ภ.ก.)."
เกะ,น.,๑. ช่องใส่ของใช้ หรือเครื่องมือในรถยนต์ใกล้คนขับ.
เกะ,น.,ลิ้นชัก ๓. หีบมีลิ้นชักใช้เก็บเงินในร้านค้า.
เกะ,ว.,ไม่เป็นระเบียบ เช่น เด็กคนนี้ฟันเกะ - เด็กคนนี้ฟันไม่เป็นระเบียบ
เกาะ,น.,"๑. เกาะ, ส่วนของแผ่นดินที่มีน้ำล้อมรอบโดยตลอด และมีขนาดเล็กกว่าแผ่นดินที่เป็นทวีป."
เกาะ,น.,พุ่มไม้หรือเนินสูงในที่ราบ.
เกาะ,น.,ค่าปรับ (น.ศ.).
เกาะ,ก.,"๑. ยึดเป็นตัวประกัน, ควบคุมตัว."
เกาะ,ก.,"จับ, กุม, ยึด, ถือ, เหนี่ยวรั้ง."
เกาะ,ก.,การดูดหนองออกจากร่างกาย หรือดูดนมออกจากเต้านม โดยวิธีสุญญากาศ.
เกิด,ก.,"คลอด, ตกลูก เช่น สาวแดงเกิดแล้วแรกคืน - นางแดงคลอดลูกแล้วเมื่อคืน."
เกิดโหฺมโพจร,สำ.,ขยายพงศ์พันธุ์ออกไปมาก.
เกี้ย,ก.,"กลัว (จ., ภ.ก.)."
เกี๋ย,น.,เพื่อนเจ้าบ่าว
ผัวะเกี๋ย (ภ.ก.),,ก็เรียก.
เกียง,น.,"ตะเกียง, อุปกรณ์สำหรับให้แสงสว่าง มีรูปต่าง ๆ บางชนิดมีหลอดบังลม."
เกียงกล้อง,น.,ตะเกียงที่มีกระเปาะแก้ว ครอบดวงไฟ เพื่อป้องกันลมไม่ไห้ตะเกียงดับ.
เกียงแกด,น.,"ตะเกียงที่ใช้แก๊สหรือแคลเซียมคาร์ไบด์เป็น ๆ เชื้อเพลิง, ตะเกียงที่ผูกไว้ที่ศีรษะ เพื่อใช้กรีดยาง"
"เกียงฉอด, เกียงตัดยาง, เกียงโหล้ยาง, เกียงเอี่ยนถอ, เกียงเตียนถอ (ภ.ก., พ.ง.)",,ก็เรียก.
เกียงแกบ,น.,ไฟฉาย (น.ศ.)
"ไฟแขบ (ส.ข.), ไฟแกบ (ภ.ก., พ.ง.), ไฟอั้งแพลม, ไฟแฉ็ง (ส.ฎ.)",,ก็เรียก.
เกียงขลุก,น.,ตะเกียงทำด้วยขวด ไม่มีไส้ใช้จุกแทนไส้ เขย่าให้น้ำมันไปถูกจุกเป็นคราว ๆ.
เกียงแขวน,น.,ตะเกียงมีเพิงกำบังลมแขวนได้.
เกียงไขไก,น.,ตะเกียงใบเล็ก ๆ
"เกียงไขแป็ด, เกียงค้างคก",,ก็เรียก.
เกียงเจ้าพาโยะ,น.,ตะเกียงเจ้าพายุ.
เกียงป็อง,น.,ตะเกียงทำด้วยกระป๋อง
เกียงสังสี,,ก็เรียก.
เกียงรั้ว,น.,ตะเกียงรั้ว.
เกียงเรือเซียด,น.,ตะเกียงใช้น้ำมันก๊าดวางไว้ในกล่องไม้ ป้องกันไม่ให้ลมพัดดับตะเกียงได้ ใช้กับเรือเซียด
เกียงลาน,น.,ตะเกียงชนิดไขลานให้ใบพัดหมุนเป่าลมไล่ควันและช่วยให้ไฟสว่างนวล.
"ว. เกี่ยง, เอาเปรียบ.",,
เกียด,น.,"๑. นกรุ้ง, ชื่อเหยี่ยวขนาดใหญ่ ตัวสีน้ำตาลเข้ม มีลายจุดขาวที่หัว ปีก และท้อง หางสีน้ำตาลพาดขาว มีพู่ขนตรงต้นคอ ซึ่งจะแผ่ออกเห็นได้ชัดเวลาโกรธหรือต่อสู้กัน."
เกียด,น.,ชื่อตัวปลวกชนิดหนึ่ง.
เกียด,ก.,๑. เกี่ยงกัน (ดู เกรียด).
เกียด,ก.,อาการของไก่ตัวผู้ที่ขยับปีกวนรอบไก่ตัวเมีย.
เกียด,ก.,"ช้อน, ตักออก, ปาดให้เสมอ เช่น เกียดน้ำหม้อทุ่ม - ช้อนน้ำข้าวทิ้ง, เกียดปลาทุ่ม - ช้อนปลาทิ้ง"
เลี้ยด,,ก็ว่า.
"๔. รู้ตัวว่าภัยจะมา (ใช้กับสัตว์) เช่น นั่งห้างไม่ได้ผลเพราะสัตว์มันเกียดเสียแล้ว - นั่งห้างไม่ได้ผลเพราะสัตว์ป่ารู้ตัวเสียก่อน. ๕. คัด,, เลือก เช่น เกียดกุ้งทำเคย -เลือกกุ้งทำกะปิ. ๖. ค่อย ๆ ต้อน เช่น เกียดวัวให้ชนกัน - ต้อนวัวให้ชนกันใหม่.",,
เกียดเหลียง,น.,ไอศกรีม (ดู กิ๊ดเหล้ง).
เกียดฮ่องเตี๋ยว,น.,ขนมโก๋อ่อน
"เก็ดฮ่องเตี๋ยว, หนมไขตาแป๊ะ, หนมคนเฒ่า (จ., ภ.ก., พ.ง.)",,ก็เรียก.
เกียน,น.,"เกวียน, ยานชนิดหนึ่งมี ๒ ล้อ ใช้ควายหรือวัวเทียม."
เกียน,น.,เกรียงปูน เป็นเครื่องมือสำหรับใช้ในการถือปูน ทำด้วยไม้หรือเหล็ก เป็นรูปแบนๆ
"เขลียง, จา, โห้ยสี, หั้วสี (ภ.ก., พ.ง.)",,ก็เรียก.
"ก. ตัด, เจียน (ดู เตรียน ก.). ลัก. เกวียน เช่น ข้าว ๑ เกียน.",,
เกี้ยน,น.,"แฮ่กึ๊น, ชื่ออาหารแบบจีนชนิดหนึ่ง ใช้เนื้อกุ้ง ผสมแป้งมันและเครื่องปรุงรส บดหรือโขลกจนเหนียวแล้วห่อด้วยฟองเต้าหู้เป็นท่อนกลม ๆ ยาว ๆ นึ่งแล้วทอดสุกกินกับน้ำจิ้ม (จ., ภ.ก., พ.ง.)."
เกี้ยนพ้าง,น.,"หอมเจียว, กระเทียมเจียว (จ., ภ.ก.)"
เจี้ยนผ้าง (พ.ง),,ก็เรียก.
เกียบ,น.,"๑. ตะเกียบ, เครื่องใช้สำหรับคีบอาหารทำด้วยไม้หรืองา เป็นต้น เป็นคู่ ๆ."
เกียบ,น.,"ข้าวเกรียบ, ของกิน ทำด้วยข้าวเป็นแผ่น ๆ."
เกี่ยม,น.,"ดาบจีน, กระบี่ (จ., ภ.ก., พ.ง.)."
เกี๋ยม,ว.,"รสเค็ม (จ., ภ.ก., พ.ง.)."
เกี๋ยม,สำ.,"ประหยัด, ตระหนี่"
"เขียม, เขี่ยม (ภ.ก., พ.ง.)",,ก็ว่า.
เกี่ยมโก้ย,น.,"ชื่อขนมชนิดหนึ่ง ทำด้วยแป้งข้าวเจ้า โรยหน้าด้วยหอมเจียวและกุ้งแห้ง กินกับน้ำจิ้มเผ็ด (จ., ภ.ก.)."
เกี่ยมฉ่าย,น.,"ผักกาดดองเค็ม (จ., ภ.ก.)."
เกี่ยมฉาว,น.,"เชือกที่ทำจากหญ้ากก หรือกาบกล้วยตากแห้ง (จ., ภ.ก.)."
เกี่ยมเปี้ย,น.,"ขนมปังกรอบเค็ม (จ., ภ.ก., พ.ง.)."
เกี่ยมโบ๋ย,น.,"บ๊วยเค็ม (จ., ภ.ก., พ.ง.)."
เกี่ยมหู,น.,"ปลาเค็ม (จ., ภ.ก.)."
เกียว,น.,เครื่องมือเกี่ยวข้าวหรือหญ้า เป็นต้น ทำด้วยเหล็ก รูปโค้ง มีคม
เคียว,,ก็เรียก.
"ก. ๑. เกี่ยว, แขวน.",,
เกียวคอไก,น.,วิธีการนุ่งผ้าโสร่งหรือผ้าถุง โดยเอาริมผ้ามาผูกเกี่ยวกันไว้ข้างหน้า.
๒. ติดข้อง.,,
เกี้ยว,ก.,พูดให้รักในเชิงชู้สาว.
เกี้ยวท้ายครัว,สำ.,เกี้ยวพาราสีไปถึงลูกเจ้าของบ้าน.
เกี่ยวชู้,น.,ชื่อไม้พุ่มรอเลื้อยถึงไม้เลื้อยขนาดใหญ่ (ดู กาพุ่ม).
เกี้ยววัว,ก.,การทดสอบวัวก่อนจะถึงวันชนจริงเพื่อสร้างความมั่นใจ.
เกียะ,น.,๑. ปลวกชนิดหนึ่ง (ดู ก้องเกียะ).
เกียะ,น.,รองเท้าไม้
"ฉ่าเกี๊ยะ, ฉ่าเกื๊อะ, เกือกไม้",,ก็เรียก.
เกือก,น.,รองเท้า
เอ๋,,ก็เรียก.
"เกือกคีบตีน, เกือกแตะ, เกือกฟองน้ำ, เกือกลาก, เกือกญี่ปุ่น",น.,"รองเท้าแตะ, รองเท้าฟองน้ำ."
เกือกตีนตุก,น.,รองเท้าขนาดเล็กสำหรับหญิงจีน ที่ใช้มัดเท้าให้เล็กลง.
เกือกบอก,น.,รองเท้าบูท
เกือกบูด,,ก็เรียก.
"เกือกแบ้แร็ต (ภ.ก., พ.ง.).",น.,รองเท้าหนัง
เกือกไม้,น.,"รองเท้าไม้, เกี๊ยะ."
แก,,สรรพ. สรรพนามบุรุษที่ ๒ และบุรุษที่ ๓.
แกนั้น,ว.,คนนั้น.
"ว. ๑. ไม่สุก เช่น กล้วยแก - กล้วยไม่สุก (กล้วยดิบ). ๒. แก่, อายุมาก, นานโดยนัยหมายถึง ช่ำชอง, ชำนาญ.",,
แกพร้าวเฒ่าลอกอ,สำ.,แก่มะพร้าว เฒ่ามะละกอ.
แกวัด,น.,แก่วัด คือ เข้าวัดประจำ หรือเป็นคนมีธัมมะ.
แกษา,ก.,"มีอายุมาก.,"
แกษา,สำ.,"หัวหมอ, รู้ตื้นลึกหนาบางในระเบียบจนรู้จักหลบเลี่ยงความผิด"
ษาแก,,ก็ว่า.
แกอัก,ว.,"แก่มาก, แก่หง่อม เช่น ""ตั้งแต่หนุ่มจนเฒ่าเสพสาวหนัก พอแกอักนกก้างอเหมือนหนอเรียน"" - แรกหนุ่มมีเพศสัมพันธ์มากเกินไป พอแก่ลงมากอวัยวะเพศก็งอเหมือนหน่อทุเรียน."
"๓. ขยายคำนามพ่อ, แม่ เพื่อแสดงความอาวุโสเช่น พ่อแก, แม่แก- ตา, ยาย (พ.ท.).",,
แก้,,สรรพ. ใช้เรียกแทนชื่อผู้ที่มีอาวุโส.
แก้,ก.,"ถอด, ปลด, เลิก, ทำใหม่."
แก้ของ,ก.,การกระทำทางไสยศาสตร์ เพื่อไถ่ถอนการกระทำชั่วว่าเป็นเหตุให้เกิดอัปมงคล หรือจัญไรไม่ให้เป็นโทษภัย.
แก้แคล็ด,น.,การกระทำอย่างใดอย่างหนึ่ง เพื่อปัดเป่าให้ร้ายกลายเป็นดี.
แก้ไถ,ก.,เลิกไถนาแต่ละคราว.
แก้ปรอง,ก.,แก้ให้กลับขลังตามเดิม.
แก้เปลือย,ก.,เปลือยกาย.
แก้เส้น,ก.,นวดจับเส้น.
"แก้หนัด (ย.ล., ป.น., น.ธ.).",ก.,แก้แค้น เช่น ผู้ร้ายฆ่าพ่อเขาจึงตามไปแก้หนัด - ผู้ร้ายฆ่าพ่อ เขาจึงตามไปแก้แค้น
"แก้หนาด (ป.น., น.ธ.).",ก.,ทำคุณไสย เช่น อ้ายแดงโถกแก้หนาด - อ้ายแดงถูกคุณไสย
แก้เหฺมฺลย,ก.,แก้บน เช่น เล่นหนังแก้เหฺมฺลย - เล่นหนังแก้บน.
แก็กซิ้ม,ว.,"หนักใจ ไม่สบายใจ แย่ เดือดร้อน (จ., ภ.ก., พ.ง.)"
เก๊กซิม,,ก็ว่า.
แกง,น.,กับข้าวประเภทที่เป็นน้ำ มีชื่อต่าง ๆ ตามวิธีปรุง และเครื่องปรุง.
แกงเกล็ดลิ่น,น.,"แกงมะละกอที่ฝานเป็นชิ้นบาง ๆ คล้ายเกล็ดตัวนิ่ม เรียก ""แกงแกล็ดลิ่น"""
แกงขี้ดี,น.,แกงไตปลากระดี่
แกงคั่ว,น.,แกงเผ็ดทุกชนิดที่ใส่น้ำแต่น้อย ถ้าใส่กะทิเรียก แกงทิ หรือแกงที่ หรือแกงคั่วที่.
แกงคั่วกลิ้ง,น.,แกงเผ็ดคั่วแห้งไม่ใส่ผัก.
แกงคั่วส้ม,น.,แกงกะทิใส่ส้ม ทำนองแกงเทโพ.
แกงเคย,น.,ชื่อแกงเผ็ดที่ใส่แต่เครื่องแกงกับกะทิและกะปิ จะใส่เนื้อสัตว์เพื่อเพิ่มรสชาติก็ได้.
แกงเคยเกลือ (ส.ต.).,น.,แกงเลียง
แกงเคยปลา,น.,คล้ายแกงไตปลาแต่ใช้กะปิที่ทำจากปลาแทนไตปลา
"แกงน้ำเคย, แกงน้ำเคยหัวล้าน",,ก็เรียก.
แกงเคี้ยวพริก (ส.ต.),น.,แกงป่า
แกงโจร,น.,แกงที่ตำเครื่องหยาบ ๆ
แกงตูมี้ (ภ.ก.),น.,แกงปลาที่คล้ายแกงฉู่ฉี่ คือมีน้ำขลุกขลิกแต่ใส่เครื่องเทศ คือ ยี่หร่า รากผักชี และส้มแขกลงไปด้วย
แกงทิ,น.,แกงกะทิ.
แกงเทโพ,น.,แกงกะทิใส่ส้ม.
แกงทึ้ง (ภ.ก.).,น.,แกงจืด
"แกงถึง (ส.ต.), ทึ้ง",,ก็เรียก.
แกงบวด,น.,"ขนมหวานที่มีส่วนผสมของกะทิและน้ำตาล เช่น แกงบวดกล้วย - กล้วยบวชชี, แกงบวดน้ำเต้า - บวดฟักทอง."
แกงบวน,น.,แกงเครื่องในหมูกับหมูสามชั้น.
แกงพริก,น.,แกงที่ไม่ใส่กะทิคล้ายแกงป่าภาคกลาง แต่เครื่องแกงจะหนักพริกไทย.
แกงพุงปลา,น.,แกงไตปลา
เออะขี้ปลา (ช.พ.),,ก็เรียก
แกงร้อน,น.,แกงจืดวุ้นเส้น.
"แกงสมรม, แกงสมลม",น.,แกงที่ใส่ผักปนกันหลายชนิด.
แกงส้ม,น.,แกงเหลือง.
ก. ทำกับข้าวประเภทที่เป็นแกง.,,
แก็ง,น.,ชื่อสัตว์น้ำเค็มชนิดหนึ่ง คล้ายกั้ง แต่เล็กกว่า.
แก็ง,ว.,"๑. สวย, งาม เช่น เด็กหนี้อยู่แก็ง - เด็กคนนี้สวย."
แก็ง,ว.,สามารถ เช่น เด็กนี้แก็งจ้าน - เด็กคนนี้เก่งมาก.
แก็ง,ว.,แปลก เช่น คนไม่เคยเห็นแรด พอเห็นแรดเข้าก็ว่า อ้ายสัตว์หนี้แก็งพอติ -สัตว์นี้แปลกจริงแฮะ.
แก้ง,ก.,เกี่ยง (ดู เก้ง
แก้ง,ก.,๒.).
แก๋ง,น.,หม้อสำหรับแกง (ภ.ก.).
แก้งแก้,ก.,ท่าทางอวดดี เช่น หมอหนี้แก้งแก้พิลึก - คนนี้ท่าทางอวดดีนัก
แยงแย่,,ก็ว่า.
แก็ด,น.,"สะเก็ด, เลือดและน้ำเหลืองซึ่งแห้งติดกรังอยู่ที่ปากแผล."
แก็ตแร็ต,น.,บุหรี่ (ดู ยาสูบ).
แก็น,ว.,ผอมแกร็น ใช้กับเด็กที่มีรูปร่างผอมมาก ๆ
แกร็น,,ก็ว่า.
แกม,ก.,"ผสม เช่น ก สระแอ แกม น อ่านว่า แกน, สีแดงแกมม่วง."
แกม,ว.,คล้าย.
แก้ม,น.,"แก้ม, บริเวณหน้าทั้ง ๒ ข้างถัดตาลงมา, โดยปริยายหมายถึง สิ่งที่มีรูปเช่นนั้น."
แก้มตู,น.,"๑). ขอบบานประตูด้านข้าง., ๒). ผ้าที่ติดกับประตูในรัศมีของบานประตู."
ลัก. ซีก เช่น ขอส้มม่วง ๑ แก้ม - ขอมะม่วง ๑ ซีก.,,
แก้มช่อน,น.,ชื่อพืชมียอดอ่อนสีม่วง ยอดอ่อนใช้เป็นผักได้
"มันปู, ตำหอ",,ก็เรียก.
แก้มแดง,น.,๑. ชื่อมะม่วงพันธุ์หนึ่ง.
แก้มแดง,น.,ชื่อปลาชนิดหนึ่ง.
แก้มใส,น.,ชื่อปลาชนิดหนึ่ง (น.ศ.).
แกร,น.,"๑. แตร, เครื่องดนตรีในจำพวกเครื่องเป่าทำด้วยโลหะ มีปากบาน."
แกร,น.,"แตรรถยนต์, เครื่องสำหรับบีบ หรือกดให้เกิดเสียงเป็นสัญญาณของรถยนต์."
แกร,ว.,"๑. แน่น, มาก เช่น โลกปลาหัวกัวขึ้นมาแกร - ปลาหัวตะกั่วว่ายน้ำขึ้นมาออกันอยู่."
แกร,ว.,เสียงดังเช่นนั้น.
แกรง,น.,กะชะ (ดู ชะ
แกรง,น.,๑.).
แกร็ดเขี้ยว,ก.,ฮึดสู้
แข็ดเขี้ยว,,ก็ว่า.
แกร็ดแร็ต,น.,บุหรี่ (ดู ยาสูบ).
แกร็น,ว.,ผอมแกร็น (ดู แก็น).
แกแร็ต,น.,บุหรี่ (ดู ยาสูบ).
แกระ,น.,๑. ไม้คู่ หรือไม้พวงสำหรับตีให้จังหวะ ในการร้องเพลงลิเกป่าหรือมโนราห์
"แสะ (น.ธ.), แคระ, แกละ, แตระ",,ก็เรียก.
๒. ชื่อเฟินชนิดหนึ่ง วงศ์ Polypodiaceae ใบเดี่ยว เรียงสลับเว้นระยะห่าง.,,
แกล็ด,ก.,แทะ (ดู คลด).
แกลบ,น.,๑. ชื่อช้างพันธุ์หนึ่งมีขนาดเล็ก อาศัยในที่ราบลุ่มของจังหวัดพัทลุง และนครศรีธรรมราช ปัจจุบันสูญพันธุ์ไปแล้ว
"ช้างเกรียบ, ช้างขี้แดง, ช้างค่อม, ช้างโพละ, ช้างหัวแดง",,ก็เรียก.
"๒. เปลือกข้าว, โดยปริยายหมายถึงสิ่งที่มีลักษณะเช่นนั้น เช่น แกลบกุ้ง. สำ. เคืองแค้น, รุ่มร้อนใจ (ดู ไฟในอก).",,
แกลบกล้อง,น.,ชื่อไม้เถา ชอบเกาะตามต้นไม้ ใบสีเขียวคล้ายใบเตย แต่เล็กกว่า ใช้เป็นสมุนไพร.
แกละ,น.,ไม้คู่หรือไม้พวงสำหรับตีให้จังหวะในการร้องเพลงลิเกป่าหรือมโนราห์ (ดู แกระ
แกละ,น.,๑.).
แกละอาม,น.,ชื่อขนมชนิดหนึ่ง เป็นเส้นคล้ายขนมจีน.
แกฺว,ว.,เสียงทารกร้อง
แหฺว,,ก็ว่า.
แก้ว,น.,"๑. กระจก, แก้วที่ทำเป็นแผ่น."
แก้ว,น.,ชื่อไม้พุ่มหรือไม้ต้นขนาดกลางชนิดหนึ่ง (Murraya paniculata) ในวงศ์ Rutaceae ดอกขาวหอมมักขึ้นตามป่าที่ร่มเย็น บางต้นมีหลายง่าม ใช้ทำด้ามมีดและไม้ถือ เมื่อแก่เนื้อแข็งใส เหนียว มีลาย.
แก้ว,น.,ชื่อตัวตลกตัวหนึ่งของหนังตะลุง
"อ้ายแก้ว, อ้ายสีแก้ว",,ก็เรียก.
ว. ฉ่ำ (มักใช้กับสับปะรด).,,
แกฺวก,ก.,"แหวก, แยก, ฝ่า เช่น แกฺวกทาง - แหวกทาง, ม่านแกฺวก - ม่านสองไข."
แกว็ดบอน,น.,แขนงบอนซึ่งเลื้อยไปบนดินเพื่อแตกเป็นกอใหม่ (ดู ตีนบอน).
แก้หนาด,น.,การกระทำทางไสยศาสตร์ไม่ให้หญิงมีสามี (ดู ฉะแหนง).
แกะ,น.,ชื่อสัตว์เคี้ยวเอื้องรูปร่างคล้ายแพะ แต่มีขนปุยหนา ใช้ทำเครื่องนุ่งห่ม.
แกะ,น.,เม่นชนิดหนึ่ง มีขนสั้นและเล็ก แต่จมูกยาวกว่าเม่นทั่วไป
อี้แกะ (น.ศ.),,ก็เรียก.
๓. เครื่องมือสำหรับเก็บข้าว,,
มัน (ส.ฎ.),,ก็เรียก.
"แกละ, ผมเด็กผู้ชายที่เอาผมไว้เป็นแหยมที่แง่ศีรษะ. ก. แคะ, สลัก, แกะ, ฉลุ (ดู แขว็ก ก. ๑.).",,
แกะหนู,น.,ชื่อไม้พุ่มจำพวกเตยชนิดหนึ่ง ขึ้นในป่า ใช้ทำกระสอบ (ภ.ก.).
โก,น.,๑. ประตูฟุตบอล (เทียบ อ. Goal) เช่น นายโก - ผู้รักษาประตูกีฬาฟุตบอล.
โก,น.,"ตะโก, ชื่อไม้ต้นหลายชนิด เปลือกสีดำคล้ำ ผลเปลือก และเนื้อทำยาได้."
โก,น.,"ปมที่เกิดจากการผูกชายผ้าที่ขาดให้มีลักษณะกลมคล้ายลูกตะโกเรียกว่า ""ช่อลูกโก"" ๔. พี่ (ดู โก้"
โก,น.,๑.).
โก,ก.,"กู่, ตะโกน"
"กล้อย, โกล้ย, โกก, กึโหลย, เว้ว, เรียก",,ก็ว่า.
โก้,น.,"๑. เรียกผู้ชายชาวจีนแทนคำว่า "" พี่ "" เช่น โก้ปุ่นเอาหมูโล - พี่ปุ่นขอซื้อหมู ๑ กิโลกรัม"
โก,,ก็เรียก.
"๒. ขนมโก๋, ชื่อขนมชนิดหนึ่งทำด้วยแป้งข้าวเหนียวผสมน้ำตาลทรายอัดใส่พิมพ์รูปต่าง ๆ",,
"โก๋, ก้อ, โก้พ่าย, หนมพ่าย (น.ศ.)",,ก็เรียก.
"ก. กู่, ตะโกน (ดู กุ ก. ๑.).",,
โก๋,น.,๑. ชุดหมู
"ตู่โก๋ (ภ.ก., พ.ง.)",,ก็เรียก.
๒. ดู โก้ น. ๒.,,
โกก,น.,ไม้รูปโค้งปลายทั้ง ๒ ข้าง งอขึ้นเล็กน้อย ใช้พาดคอวัวหรือคอควาย สำหรับลากเลื่อน เป็นต้น
"โกบ, โหงก",,ก็เรียก.
"ก. กู่, ตะโกน (ดู โก ก.). ว. คด, งอ, คอก เช่น อ้ายแดงแขนโกก - อ้ายแดงแขนคอก.",,
โกกกาก,น.,ส่วนของคันยอ ซึ่งใช้ไม้ไผ่ ๒ อันร้อยไขว้กัน ใช้สอดใส่นิ้วยอ
"จางหยาง, กางหยาง",,"ก็เรียก,"
โกกเกก,ว.,"ขรุขระ, ลุ่ม ๆ ดอน ๆ."
โก้โกย,น.,ขนมถ้วยฟู (ดู ปา).
โกง,ก.,ใช้อุบายหรือเล่ห์เหลี่ยมหลอกลวง.
โกง,ว.,"๑. โก่ง, คด, ไม่ตรง."
โกง,ว.,"หยิ่ง, จองหอง, ใจจืด เช่น เจ้าบ้านโกงจ้านไม่ทักสักคำ - เจ้าของบ้านหยิ่งมากไม่ทักทายสักคำ, พูดโกงเหมือนเศรษฐีเงินล้าน - พูดอวดเบ่งเหมือนเศรษฐีเงินล้าน."
โก้งกบ,น.,กระดูกสันหลังส่วนหนึ่ง.
โกงกาง,น.,กางเกง (ดู กงเกง).
โก้งโค้ง,,ชื่อสัตว์สะเทินน้ำสะเทินบก ตระกูลเดียวกับคางคก (ดู กง
โก้งโค้ง,น.,๒.).
โก่ซุ้ย,น.,"ขนมถ้วยที่ผสมน้ำตาลทรายแดง โรยหน้าด้วยมะพร้าวขูด (จ., ภ.ก., พ.ง.)"
"โกสุย, โกะสู (น.ธ.)",,ก็เรียก.
โก้ดัง,น.,โกดัง (ดู กุดัง
โก้ดัง,น.,๑.).
โก้ต้า,น.,กล่องที่ทำจากวัสดุต่าง ๆ (ดู ก้อตะ).
โก่ต้าว,,ชื่ออาหารชนิดหนึ่ง ใช้หอยนางรมชนิดเล็ก (หอยติบ) ทอดกับแป้ง ใส่เผือกและไข่
"โอ่ต้าว (จ., ภ.ก., พ.ง.)",,ก็เรียก.
โก่เต้ง,น.,เสาโคมไฟในพิธีกินเจ ข้างบนยอดเสาแขวนตะเกียงน้ำมันไว้ ๙ ดวง (ภ.ก.).
โก้ทึ่ง,น.,ขนมตุ๊บตั๊บ (ดู ถัวทุบ).
โกบ,น.,๑. ทูบช้าง. ๒ ไม้รูปโค้งปลายทั้ง ๒ ข้างงอขึ้นเล็กน้อยใช้พาดคอวัวหรือคอควายสำหรับลากเลื่อน (ดู โกก
โกบ,น.,๑.).
โก่ปี้,น.,กาแฟ (เทียบ ม. kopi)
กู่บี๊ (ส.ต.),,ก็เรียก.
โก่ปี้ช้าม (ภ.ก.).,น.,กาแฟผสมชา
โก่ปี้ซึ้ง (ภ.ก.).,น.,กาแฟเย็น
"โก่ปี้เตี่ยม (ภ.ก., พ.ง.).",น.,ร้านกาแฟ
โก่ปี้ถือไม้เท้า (ก.บ.).,น.,กาแฟดำชงอย่างแก่
โก่ปี้ยกล้อ,น.,กาแฟชงอย่างแก่เต็มที่แล้วใส่นมสด.
โก่ปี้ละหาง,น.,กาแฟชงอ่อนใส่นมนิดหน่อย.
"โก่ปี้หูน (ภภ., .พ.ง.).",น.,กาแฟผงที่ยังไม่ได้ชง บรรจุในปี๊บแบ่งขายเป็นกิโลกรัม
"โก่ปี้หู่เล้ง, โก่หงู่เล้ง (ภ.ก.).",น.,กาแฟใส่นม
โก่ปี้อ้อ (ภ.ก.).,น.,กาแฟดำ
"โก่ปี้อ้อช้าม (ภ.ก., พ.ง.).",น.,กาแฟดำร้อนผสมกับชาดำร้อนโดยมีสัดส่วนของกาแฟมากกว่าชา
"โก่ปี้อ้อซึ้ง (ภ.ก.,พ.ง.).",,โอเลี้ยง
โก้พ่าย,น.,ขนมโก๋ (ดู โก้
โก้พ่าย,น.,๒.).
โกย,น.,ขนม
โก้ย (ภ.ก.),,ก็เรียก.
"ก. โกย, อาการที่ใช้มือหรือสิ่งอื่นคุ้ยหรือกวาดสิ่งของต่าง ๆ เช่น ขนอี้ต็อกแล้ว แขบโกยข้าว - ฝนจะตกแล้วรีบเก็บข้าวไว้",,
"ขุ่ย (ภ.ก., พ.ง.)",,ก็ว่า.
โก้ย,น.,ขนม (ดู โกย
โก้ย,น.,).
โก้ยตาล้าม,น.,"ขนมตะโก้ใบเตย (ภ.ก., พ.ง.)."
โก้ยก๋าว,น.,ปลาเก๋า (ดู หล้าปู).
