คำ,POS,ความหมาย
จอ ๑,น.,"หมา (ส่วย, ญวน), ชื่อของปีที่สิบเอ็ดของปีนักษัตร"
จ่อ ๑,น.,เครื่องสานชนิดหนึ่ง รูปร่างอย่างกระดัง มีไส้สานเป็นห้องๆ ซึ่งโค้งอยู่ภายใน เพื่อให้ตัวไหมชักใยทำรังเป็นฝักหลอก เรียก จ่อม้อน
จอ ๒,น.,แผ่นผ้าขาว หรือแผ่นวัดถุที่กางไว้สำหรับเชิดหนัง หรือฉายภาพยนตร์
จ่อ ๒,ก.,"ก่อ เช่น เผิ้งจ่อดาง, ผลิ เช่น ต้นไม้จ่อดอก, เริ่มตั้งครรภ์ เช่น แม่มานจ่อลูก"
จอ ๓,ก.,"ชุมชน, จับกลุ่ม, รวมพวก, เช่น จอกัน"
จ่อ ๓,ว.,ใกล้ ชิด ติด
จ้อก,ว.,"มีเสียงอย่างนั้น เช่น เสียงที่เกิดจากน้ำที่เทออกจากภาชนะทอดเดียว และมีจำนวนน้อย, ถ้ามีจำนวนมากว่า โจ้ก หรือจ้าก"
จ๊อก,ว.,"แคระ, แกร็น, เช่น ม้าจ๊อก, ม้าจ้อน"
จอก ๑,น.,"ขันเล็ก ๆ ใช้ลอยในขันใหญ่ เพื่อตักน้ำและใช้สำหรับตวงเหล้าหรือน้ำมันก๊าด,ถ้าขนาดใหญ่ว่าโจก"
จอก ๒,น.,นกกระจอก
จอก ๓,น.,หมาป่าชนิดหนึ่ง เรียก หมาจอก = สุนัขจิ้งจอก
จอก ๔,น.,ปลาน้ำจืดชนิดหนึ่ง ปากแหลมและเล็กว่าปลาโจก
จอก ๕,น.,พืชลอยน้ำประเภทหนึ่ง มีสองชนิด ชนิดหนึ่งใบใหญ่สีเขียวอ่อนซ้อนกันเป็นชั้น ๆ คล้ายกลีบกุหลาบอีกชนิดหนึ่งใบคิดกันเป็นห้องๆ คล้ายดอกจอกเครื่องในวัวควาย
จ้อก ๆ,ว.,มีเสียงดังอย่างนั้น เช่น เสียงเทน้ำหลายครั้งหรือเสียงท้องร้องซ้ำกันเวลาหิว
จ๊อก ๆ,ว.,ดูจ๊ก ๆ
จอกจ้อน ๑,ว.,ลักษณะถลกผ้านุ่งขึ้นติดกับก้น
จอกจ้อน ๒,ว.,"แคระ, เล็ก ตรงข้ามกับ โจกโจ้นคือสูงใหญ่"
จอกพอก,ว.,"มีสีขาวโพลนขนาดเล็กอันเดียว (เอก.), จอกพอกแจกแพก (พหู.), ถ้าขนาดใหญ่อันเดียวเรียกโจกโพก (เอก.), โจกโพกเจกเพก (พหู.)"
จอกหลอก,ว.,"ลักษณะเป็นหลุมลึกขนาดเล็ก (เอก.), จอกหลอกแจกแหลก (พหู.), ถ้าขนาดใหญ่ว่าโจกโหลก (เอก.), โจกโหลกเจกแหลก (พหู.)"
จอกหวอก,ว.,"ลักษณะของรู, โพรง ขนาดเล็กลึก (เอก.), จอกหวอกแจกแหวก (พหู.), ถ้าขนาดใหญ่ลึกว่า โจกโหวก (เอก.), โจกโหวกเจกแหวก (พหู.)"
จ้อก้อ,ว.,"ลักษณะสิ่งของที่แน่นเป็นกองเล็กและสูง (เอก.) ที่ใช้ หมายถึงของเตี้ย หรือต่ำ ก็มี เช่นไผ่จ้อก้อ หมายถึง กอไผ่ที่ไม่สูง, จ้อก้อแจ้แก้ (พหู.) ใช้สำหรับขนาดเล็ก, ถ้าขนาดหญ่ว่า โจ้โก้ (เอก.), โจ้โก้เจ้เก้ (พหู.)"
จ๊อกๆ,ว.,มีเสียงดังอย่างนั้น เช่น เสียงขุดดินแข็ง เป็นต้น
จ่อค่อ,ว.,"ลักษณะอาการนั่งจับเจ่าคนเดียว ขนาดเล็ก (เอก.), จ่อค่อแจ่แค่ (พหู.), ถ้าขนาดใหญ่ว่า โจ่โค่ หรือ จู่คู่ (เอก.), โจ่โค่เจ่เค่ (พหู.)"
จอง,น.,ภานะสำหรับตักแกงชนิดหนึ่ง ส่วนมากทำด้วยกะลามะพร้าว มีด้ามจับ = กระจ่า
จอง,ว.,"คค, ใช้สำหรับแขนและขา"
จ่อง,ก.,"โหน, เหนี่ยว, ดึง, รั้ง, ทึ้ง"
จ็อง,น.,ภานะสำหรับตักแกงชนิดหนึ่ง ส่วนมากทำด้วยกะลามะพร้าว มีด้ามจับ = กระจ่า
จอง ๑,น.,ภานะสำหรับตักแกงชนิดหนึ่ง ส่วนมากทำด้วยกะลามะพร้าว มีด้ามจับ = กระจ่า
จ้อง ๑,น.,"ร่มผ้าขนาดเล็ก, ถ้าขนาดใหญ่เรียก กลด หรือสัปทน"
จอง ๒,น.,พรรณไม้ชนิดหนึ่ง ผลคล้ายพุทราจีน เรียก หมากจอง = พุงทะลาย (ผลของต้นสำรอง)
