คำ,POS,ความหมาย
ด้าม ๓,ว.,"เท่านี้, เพียงนี้, แค่นี้, เช่น ""เป็นหนี้ด้ามสิบบาทก็บ่คืนให้"""
ดามกระดูกเผือก,น.,ของที่เป็นซี่ถักให้ติดกันเป็นแผ่นสำหรับกั้นน้ำดักปลา
ด้าย,น.,สิ่งที่ทำด้วยฝ้ายเป็นเส้นสำหรับเย็บผ้า และถักทอ เป็นต้น
ดาย ๑,ก.,"ถาก, ถาง ทำให้เตียน"
ดาย ๒,ว.,"เปล่า, เสียเปล่า, เช่น แก่ดายดอก = แก่เสียเปล่า"
ดาร,ก.,"เสียงดัง, เสียงสูง, เสียงแหลม (ส.)"
ดารกา,น.,"ดวงดาว (ป., ส.)"
ดารณี,น.,ยานอันช่วยข้าม คือ เรือ (ป.)
ดารา,น.,ดาว
ดาราศาสตร์,น.,ตำราว่าด้วยดาว (ป.)
ดาล ๑,น.,กลอนประตูทำด้วยไม้ สำหรับขัดบานประตู
ดาล ๒,น.,"พื้น, ป่า (ป. ตล พื้น, ฝ่า เช่น ปาทดล ฝ่าเท้า, หัตถดล ฝ่ามือ)"
ดาล ๓,ก.,"เกิดขึ้น,มีขึ้น, เป็นขึ้น, เช่น เกิดความโกรธ, เคือง"
ดาลความโกรธ,ก.,"เกิดขึ้น,มีขึ้น, เป็นขึ้น, เช่น เกิดความโกรธ, เคือง"
ดาลุ,น.,เพดานในปาก
ดาลุมูล,น.,ลิ้นไก่ (ในลำคอ)
ด้าว,น.,"เขต, แดน, แผ่นดิน, แว่นแคว้น, ป่า"
ดาว ๑,น.,"โลกอื่น ๆ ที่เห็นเป็นดวง ๆ มีแสงสว่างบนอากาศในเวลากลางคืน มีชื่อต่าง ๆ กัน เช่น ดาวลูกไก่, ดาวนพเคราะห์"
ดาว ๒,น.,เรียกเสือที่มีลายเป็นจุด ๆ ทั่วตัวเหมือนดวงดาวว่า เสือดาว
ด่าว ๆ,ว.,"อาการดิ้นรนของคนหรือสัตว์ที่กำลังได้รับความลำบากใช้สำหรับขนาดใหญ่, ถ้าขนาดเล็กว่า แด่ว, แด่ว ๆ"
ดาวก้อนเส้า,น.,ดาวฤกษ์ที่มี ๓ ดวง
ดาวควัน,น.,ดาวหาง
ดาวคันฉัตร,น.,ชื่อดาวฤกษ์ที่ ๑๖ มี ๕ ดวง
ดาวจี่แข้,น.,ดาวฤกษ์ กลุ่มหนึ่ง
ดาวช้างพัง,น.,ชื่อดาวฤกษ์ที่ ๑๕ มี ๕ ดวง
ดาวดั้ง,น.,ชื่อดาวกลุ่มหนึ่งมี ๓ ดวง
ดาวดึงส์,น.,ชื่อสวรรค์ชั้นที่ ๒ ในจำนวน ๖ ชั้น พระอินทร์เป็นผู้ครอง (ป.)
