คำ,POS,ความหมาย
ชักตอก,ก.,เหลาตอกหรือหวายโดยใช้ของมีคม ๒ อันปักบนท่อนไม้ให้คมห่างกันเท่ากับขนาดเส้นตอกที่ต้องการแล้วลากตอกเข้าระหว่างคมนั้น
ชักตา,ก.,ค้อน.
ชักตาแม่ผัว,น.,ปลาตาเดียว (ภ.ก.).
ชักทก,ว.,กระเง้ากระงอด
ชักทัด,ก.,ตีเส้น.
ชักนิทาน,ก.,นำเรื่องต่าง ๆ มาประกอบการพูด ทำนองคุยโม้.
ชักปาก,สำ.,พูดตามที่ถูกเสี้ยมสอน.
ชักผ้า,ก.,ดึงผ้าบังสุกุล.
ชักพระ,น.,พิธีลากพระโดยอัญเชิญพระพุทธรูปประดิษฐานบนบุษบกแล้วลาก ถ้าลากไปทางน้ำเรียก “ชักพระน้ำ” ถ้าลากไปทางบก เรียก “ชักพระบก”.
ชักยัน,ว.,เรื่อยเปื่อย เช่น แหลงชักยัน - พูดเรื่อยเปื่อย.
ชักย่าน,ก.,กิริยาที่เดินตามกันเป็นแถว เช่น มดชักย่าน - มดเดินตามกันเป็นแถว.
ชักยืด,ว.,พูดหรือทำอืดอาดยืดยาด.
ชักรีด,ก.,เหลาตอกหรือหวายโดยใช้ของมีคม ๒ อันปักบนท่อนไม้ให้คมห่างกันเท่ากับขนาดเส้นตอกที่ต้องการแล้วลากตอกเข้าระหว่างคมนั้น
ชักเรื่อง,ก.,นำเรื่องต่าง ๆ มาประกอบการพูด ทำนองคุยโม้.
ชักล้อ,*ก.,ลากเกวียน.
ชักเลียด,ก.,จักย่านลิเภาให้เส้นตอกมีขนาดเท่ากัน โดยผ่านเครื่องเกลาที่เจาะเป็นรู.
ชักสวด,ก.,นำอ่านหนังสือ.
ชักสายสิง,ก.,ดึงสายสิญจน์ในวันสารทซึ่งมีการโยงสายสิญจน์จากร้านเปรตไปที่พระสงฆ์ เมื่อพระยถาสัพพีจบจะดึงสายสิญจน์ให้หลุดจากร้านเปรต ตอนนี้เด็ก ๆ จะเริ่มชิงเปรตได้
ชักสายสิง,ก.,โยงสายสิญจน์.
ชักสูบ,ก.,ชักสูบลมในการตีเหล็ก.
ชักหนก,สำ.,มารยา
ชักหนก,สำ.,มารยา.
ชักหน้า,ว.,กระเง้ากระงอด
ชักหมูก,ก.,จูงหรือดึงวัวหรือควายให้เข้าไปชนกัน.
ชักหืด,ก.,หัวเราะและขำอย่างสุดขีด (ส.ฎ.).
ชักหุน,ว.,กระเง้ากระงอด
ชักเหมือน อ้ายทองเห็นผี,สำ.,ชักดิ้นชักงอ.
ชักเหมือน อ้ายทองเห็นผี,สำ.,"ดึง, ดึงออก, ดึงขึ้น, ดึงเอาออก, ดึงสายเชือก เป็นต้น. ที่ผูกอยู่กับสิ่งใดสิ่งหนึ่งเพื่อให้สิ่งนั้นเคลื่อนไหวไปตามต้องการ, ดึงเอามา, ดึงออก แล้วดันเข้า, นำ, นำเอามาอ้าง, ยกเอามาอ้าง, เอาออก, หักออก, ขยายแนวให้ยืดออก, สี."
ชักแห็ก,ว.,"กระบิดกระบวน, เล่นตัว"
ชักแห็ก,ว.,กระเง้ากระงอด
ชั่ง,น.,"ตาชั่ง, เครื่องชั่งสำหรับชั่งสิ่งของต่าง ๆ."
ชั่ง,ก.,กระทำให้รู้น้ำหนักโดยใช้เครื่องชั่งหรือตราชู.
ชั่ง,ว.,"มีชั้นเชิง, ฉลาด, เก่ง."
ชั่ง,ว.,"ปล่อย, วางธุระ."
ชั้ง,น.,ขนมจ้าง (ดู ซั้ง น. ๓.).
ชั้ง (พ.ท.),น.,"ขนมจ้าง, ชื่อขนมชนิดหนึ่ง ทำจากข้าวเหนียวห่อด้วยใบไผ่ แล้วต้ม"
ชังกั้ง,ว.,"ทะลึ่งตึงตัง, เกกมะเหรก, ขวางหูขวางตา."
ชังก้า,ว.,"องอาจ, จังก้า, เงื้อง่า, เล็งหา, เตรียมยิง หรือ เตรียมต่อสู้."
ชังก๋า,ก.,"หยั่ง, คาดคะเน, ชิมลาง, ทดลอง (น.ธ.)."
ชังนัง,น.,กิ่งไม้ที่สุมไว้ในลำคลองหรือหนองน้ำเพื่อล่อปลา (ดู หฺมฺรำ น. ๑.).
ชั่งปรือ,ว.,ทำไมจึงเป็นเช่นนั้น.
ชั่งมันแหละ,ว.,ปล่อยมันเถอะ
ชัน,น.,"ชัน, ยางไม้สำหรับยาเรือ เป็นต้น เช่น ชันยาง, ชันยอม"
ชัน,น.,"ชื่อนกประเภทหนึ่ง ตัวขนาดนกเขา อยู่กันเป็นฝูง มีหลายชนิด เช่น ชันหมาก, ชันไข่เป็ด, ชันพริก."
ชัน,น.,ชื่อขมิ้นชนิดหนึ่งเรียก “ขี้หมิ้นชัน” ใช้ย้อมผ้า ใส่แกง และใช้เป็นสมุนไพร.
ชัน,ก.,ยาให้ติดกัน เช่น ชันเรือ - ยาเรือรั่ว.
ชัน,ก.,"ตรงขึ้นไป, ไม่ลาด เช่น ชันเขา - ตั้งเข่าให้ตรง"
ชัน,ว.,ตั้งตรง เช่น บ้านนี้บันไดชันมาก - บ้านนี้บันไดตั้งตรงมาก.
ชั้น,น.,"ปิ่นโต, ภาชนะสำหรับใส่ของกินซ้อนกัน เป็นชั้น ๆ มีหูร้อยหิ้วได้"
ชั้น,น.,"หิ้งวางของ, ที่วางของซึ่งติดหรือแขวนไว้ข้างฝา."
ชั้น,น.,ชื่อขนมไทยชนิดหนึ่ง นึ่งสลับสีเป็นชั้น ๆ.
ชั้น,ว.,กระชั้น.
ชันเกราะ,น.,"ชัน, ยางไม้สำหรับยาเรือ เป็นต้น เช่น ชันยาง, ชันยอม"
ชันเกราะ,น.,ยางไม้สำหรับยาเรือ (ดู ชัน น. ๑.).
ชั้นฉาย,น.,การสังเกตเวลาด้วยมาตราวัดอย่างหนึ่งซึ่งเรียกว่า เหยียบชั้นคือเอาเท้าวัดเงาของตัวตนที่ยืนกลางแดด ครั้งโบราณกำหนดเวลาด้วยการวัดเงานั้นเป็นช่วงเท้า คือ ๑ ชั้นฉาย เท่ากับเงายาวชั่ว ๑ ช่วงเท้า.
ชันชี,ก.,"นัดหมาย, สัญญา, ตกลงกัน"
ชั้นติ,ก.,"สังเกต, พินิจ พิเคราะห์ เช่น ช่วยจันติดูที - ช่วยพินิจพิเคราะห์ดูที"
ชั้นติ,ก.,"สังเกต, พินิจพิเคราะห์ (ดู จันติ ก. ๒.)."
ชันตุ,น.,แผลเรื้อรังของไก่ชน (ดู ชันโต้ น. ๒.).
ชันตุ,น.,แผลเรื้อรังที่ข้างนอกหาย แต่ข้างในยังอักเสบอยู่ของไก่ชน ถ้าเป็นก้อนแข็งเรียกว่า “ชันโต้แห้ง” ถ้ามีน้ำอยู่ข้างในเรียกว่า “ชันโต้น้ำ”
ชันโต้,น.,"ชันนะตุ, ชื่อโรคชนิดหนึ่งเป็นที่ศีรษะ เกิดจากเชื้อราบ่นผิวหนังศีรษะก่อน แล้วลุกลามกินลึกลงไปถึงรากผมทำให้ผมร่วง"
